No._Base	ToneName_freemidi	MSB	LSB	PC_0Origin	Category	Bank	PC	No.	ToneName	remove_left1	head_suff
90	$Warm Pad	0	2	89	Synth Pad, etc.	SC-88	90	090	'Warm Pad	Warm Pad	'
090+	$Thick Pad	1	2	89	Synth Pad, etc.	SC-88	90	090+	'Thick Pad	Thick Pad	'
090+	$Horn Pad	2	2	89	Synth Pad, etc.	SC-88	90	090+	'Horn Pad	Horn Pad	'
090+	$RotaryStrng	3	2	89	Synth Pad, etc.	SC-88	90	090+	'RotaryStrng	RotaryStrng	'
090+	$Soft Pad	4	2	89	Synth Pad, etc.	SC-88	90	090+	'Soft Pad	Soft Pad	'
91	$Polysynth	0	2	90	Synth Pad, etc.	SC-88	91	091	'Polysynth	Polysynth	'
091+	$80'sPolySyn	1	2	90	Synth Pad, etc.	SC-88	91	091+	'80'sPolySyn	80'sPolySyn	'
92	$Space Voice	0	2	91	Synth Pad, etc.	SC-88	92	092	'Space Voice	Space Voice	'
092+	$Heaven II	1	2	91	Synth Pad, etc.	SC-88	92	092+	'Heaven II	Heaven II	'
93	$Bowed Glass	0	2	92	Synth Pad, etc.	SC-88	93	093	'Bowed Glass	Bowed Glass	'
94	$Metal Pad	0	2	93	Synth Pad, etc.	SC-88	94	094	'Metal Pad	Metal Pad	'
094+	$Tine Pad	1	2	93	Synth Pad, etc.	SC-88	94	094+	'Tine Pad	Tine Pad	'
094+	$Panner Pad	2	2	93	Synth Pad, etc.	SC-88	94	094+	'Panner Pad	Panner Pad	'
95	$Halo Pad	0	2	94	Synth Pad, etc.	SC-88	95	095	'Halo Pad	Halo Pad	'
96	$Sweep Pad	0	2	95	Synth Pad, etc.	SC-88	96	096	'Sweep Pad	Sweep Pad	'
096+	$Polar Pad	1	2	95	Synth Pad, etc.	SC-88	96	096+	'Polar Pad	Polar Pad	'
096+	$Converge	8	2	95	Synth Pad, etc.	SC-88	96	096+	'Converge	Converge	'
096+	$Shwimmer	9	2	95	Synth Pad, etc.	SC-88	96	096+	'Shwimmer	Shwimmer	'
096+	$CelestialPd	10	2	95	Synth Pad, etc.	SC-88	96	096+	'CelestialPd	CelestialPd	'
89	*Fantasia	0	1	88	Synth Pad, etc.	SC-55	89	089	"Fantasia	Fantasia	"
90	*Warm Pad	0	1	89	Synth Pad, etc.	SC-55	90	090	"Warm Pad	Warm Pad	"
91	*Polysynth	0	1	90	Synth Pad, etc.	SC-55	91	091	"Polysynth	Polysynth	"
92	*Space Voice	0	1	91	Synth Pad, etc.	SC-55	92	092	"Space Voice	Space Voice	"
93	*Bowed Glass	0	1	92	Synth Pad, etc.	SC-55	93	093	"Bowed Glass	Bowed Glass	"
94	*Metal Pad	0	1	93	Synth Pad, etc.	SC-55	94	094	"Metal Pad	Metal Pad	"
95	*Halo Pad	0	1	94	Synth Pad, etc.	SC-55	95	095	"Halo Pad	Halo Pad	"
96	*Sweep Pad	0	1	95	Synth Pad, etc.	SC-55	96	096	"Sweep Pad	Sweep Pad	"
33	#Fantasy	127	1	32	Synth Pad, etc.	CM-64	33	033	#"Fantasy	Fantasy	#"
34	#Harmo Pan	127	1	33	Synth Pad, etc.	CM-64	34	034	#"Harmo Pan	Harmo Pan	#"
35	#Chorale	127	1	34	Synth Pad, etc.	CM-64	35	035	#"Chorale	Chorale	#"
36	#Glasses	127	1	35	Synth Pad, etc.	CM-64	36	036	#"Glasses	Glasses	#"
97	Ice Rain	0	3	96	Synth SFX	SC-88Pro	97	097	Ice Rain	ce Rain	
097+	Harmo Rain	1	3	96	Synth SFX	SC-88Pro	97	097+	Harmo Rain	armo Rain	
097+	African wood	2	3	96	Synth SFX	SC-88Pro	97	097+	African wood	frican wood	
097+	Anklung Pad	3	3	96	Synth SFX	SC-88Pro	97	097+	Anklung Pad	nklung Pad	
097+	Rattle Pad	4	3	96	Synth SFX	SC-88Pro	97	097+	Rattle Pad	attle Pad	
097+	Clavi Pad	8	3	96	Synth SFX	SC-88Pro	97	097+	Clavi Pad	lavi Pad	
98	Soundtrack	0	3	97	Synth SFX	SC-88Pro	98	098	Soundtrack	oundtrack	
098+	Ancestral	1	3	97	Synth SFX	SC-88Pro	98	098+	Ancestral	ncestral	
098+	Prologue	2	3	97	Synth SFX	SC-88Pro	98	098+	Prologue	rologue	
098+	Prologue 2	3	3	97	Synth SFX	SC-88Pro	98	098+	Prologue 2	rologue 2	
098+	Hols Strings	4	3	97	Synth SFX	SC-88Pro	98	098+	Hols Strings	ols Strings	
098+	Rave	8	3	97	Synth SFX	SC-88Pro	98	098+	Rave	ave	
99	Crystal	0	3	98	Synth SFX	SC-88Pro	99	099	Crystal	rystal	
099+	Syn Mallet	1	3	98	Synth SFX	SC-88Pro	99	099+	Syn Mallet	yn Mallet	
099+	Soft Crystal	2	3	98	Synth SFX	SC-88Pro	99	099+	Soft Crystal	oft Crystal	
099+	Round Glock	3	3	98	Synth SFX	SC-88Pro	99	099+	Round Glock	ound Glock	
099+	Loud Glock	4	3	98	Synth SFX	SC-88Pro	99	099+	Loud Glock	oud Glock	
099+	GlockenChime	5	3	98	Synth SFX	SC-88Pro	99	099+	GlockenChime	lockenChime	
099+	Clear Bells	6	3	98	Synth SFX	SC-88Pro	99	099+	Clear Bells	lear Bells	
099+	ChristmasBel	7	3	98	Synth SFX	SC-88Pro	99	099+	ChristmasBel	hristmasBel	
099+	Vibra Bells	8	3	98	Synth SFX	SC-88Pro	99	099+	Vibra Bells	ibra Bells	
099+	Digi Bells	9	3	98	Synth SFX	SC-88Pro	99	099+	Digi Bells	igi Bells	
099+	Music Bell	10	3	98	Synth SFX	SC-88Pro	99	099+	Music Bell	usic Bell	
099+	Analog Bell	11	3	98	Synth SFX	SC-88Pro	99	099+	Analog Bell	nalog Bell	
099+	Choral Bells	16	3	98	Synth SFX	SC-88Pro	99	099+	Choral Bells	horal Bells	
099+	Air Bells	17	3	98	Synth SFX	SC-88Pro	99	099+	Air Bells	ir Bells	
099+	Bell Harp	18	3	98	Synth SFX	SC-88Pro	99	099+	Bell Harp	ell Harp	
099+	Gamelimba	19	3	98	Synth SFX	SC-88Pro	99	099+	Gamelimba	amelimba	
099+	JUNO Bell	20	3	98	Synth SFX	SC-88Pro	99	099+	JUNO Bell	UNO Bell	
100	Atmosphere	0	3	99	Synth SFX	SC-88Pro	100	100	Atmosphere	tmosphere	
100+	Warm Atmos	1	3	99	Synth SFX	SC-88Pro	100	100+	Warm Atmos	arm Atmos	
100+	Nylon Harp	2	3	99	Synth SFX	SC-88Pro	100	100+	Nylon Harp	ylon Harp	
100+	Harpvox	3	3	99	Synth SFX	SC-88Pro	100	100+	Harpvox	arpvox	
100+	HollowReleas	4	3	99	Synth SFX	SC-88Pro	100	100+	HollowReleas	ollowReleas	
100+	Nylon+Rhodes	5	3	99	Synth SFX	SC-88Pro	100	100+	Nylon+Rhodes	ylon+Rhodes	
100+	Ambient Pad	6	3	99	Synth SFX	SC-88Pro	100	100+	Ambient Pad	mbient Pad	
100+	Invisible	7	3	99	Synth SFX	SC-88Pro	100	100+	Invisible	nvisible	
100+	Pulsey Key	8	3	99	Synth SFX	SC-88Pro	100	100+	Pulsey Key	ulsey Key	
100+	Noise Piano	9	3	99	Synth SFX	SC-88Pro	100	100+	Noise Piano	oise Piano	
101	Brightness	0	3	100	Synth SFX	SC-88Pro	101	101	Brightness	rightness	
101+	Shining Star	1	3	100	Synth SFX	SC-88Pro	101	101+	Shining Star	hining Star	
101+	OB Stab	2	3	100	Synth SFX	SC-88Pro	101	101+	OB Stab	B Stab	
101+	Org Bell	8	3	100	Synth SFX	SC-88Pro	101	101+	Org Bell	rg Bell	
102	Goblin	0	3	101	Synth SFX	SC-88Pro	102	102	Goblin	oblin	
102+	Goblinson	1	3	101	Synth SFX	SC-88Pro	102	102+	Goblinson	oblinson	
102+	50's Sci-Fi	2	3	101	Synth SFX	SC-88Pro	102	102+	50's Sci-Fi	0's Sci-Fi	
102+	Abduction	3	3	101	Synth SFX	SC-88Pro	102	102+	Abduction	bduction	
102+	Auhbient	4	3	101	Synth SFX	SC-88Pro	102	102+	Auhbient	uhbient	
102+	LFO Pad	5	3	101	Synth SFX	SC-88Pro	102	102+	LFO Pad	FO Pad	
102+	Random Str	6	3	101	Synth SFX	SC-88Pro	102	102+	Random Str	andom Str	
102+	Random Pad	7	3	101	Synth SFX	SC-88Pro	102	102+	Random Pad	andom Pad	
102+	LowBirds Pad	8	3	101	Synth SFX	SC-88Pro	102	102+	LowBirds Pad	owBirds Pad	
102+	Falling Down	9	3	101	Synth SFX	SC-88Pro	102	102+	Falling Down	alling Down	
102+	LFO RAVE	10	3	101	Synth SFX	SC-88Pro	102	102+	LFO RAVE	FO RAVE	
102+	LFO Horror	11	3	101	Synth SFX	SC-88Pro	102	102+	LFO Horror	FO Horror	
102+	LFO Techno	12	3	101	Synth SFX	SC-88Pro	102	102+	LFO Techno	FO Techno	
102+	Alternative	13	3	101	Synth SFX	SC-88Pro	102	102+	Alternative	lternative	
102+	UFO FX	14	3	101	Synth SFX	SC-88Pro	102	102+	UFO FX	FO FX	
102+	Gargle Man	15	3	101	Synth SFX	SC-88Pro	102	102+	Gargle Man	argle Man	
102+	Sweep FX	16	3	101	Synth SFX	SC-88Pro	102	102+	Sweep FX	weep FX	
103	Echo Drops	0	3	102	Synth SFX	SC-88Pro	103	103	Echo Drops	cho Drops	
103+	Echo Bell	1	3	102	Synth SFX	SC-88Pro	103	103+	Echo Bell	cho Bell	
103+	Echo Pan	2	3	102	Synth SFX	SC-88Pro	103	103+	Echo Pan	cho Pan	
103+	Echo Pan 2	3	3	102	Synth SFX	SC-88Pro	103	103+	Echo Pan 2	cho Pan 2	
103+	Big Panner	4	3	102	Synth SFX	SC-88Pro	103	103+	Big Panner	ig Panner	
103+	Reso Panner	5	3	102	Synth SFX	SC-88Pro	103	103+	Reso Panner	eso Panner	
103+	Water Piano	6	3	102	Synth SFX	SC-88Pro	103	103+	Water Piano	ater Piano	
103+	Pan Sequence	8	3	102	Synth SFX	SC-88Pro	103	103+	Pan Sequence	an Sequence	
103+	Aqua	9	3	102	Synth SFX	SC-88Pro	103	103+	Aqua	qua	
104	Star Theme	0	3	103	Synth SFX	SC-88Pro	104	104	Star Theme	tar Theme	
104+	Star Theme 2	1	3	103	Synth SFX	SC-88Pro	104	104+	Star Theme 2	tar Theme 2	
104+	Dream Pad	8	3	103	Synth SFX	SC-88Pro	104	104+	Dream Pad	ream Pad	
104+	Silky Pad	9	3	103	Synth SFX	SC-88Pro	104	104+	Silky Pad	ilky Pad	
104+	New Century	16	3	103	Synth SFX	SC-88Pro	104	104+	New Century	ew Century	
104+	7th Atmos.	17	3	103	Synth SFX	SC-88Pro	104	104+	7th Atmos.	th Atmos.	
104+	Galaxy Way	18	3	103	Synth SFX	SC-88Pro	104	104+	Galaxy Way	alaxy Way	
97	$Ice Rain	0	2	96	Synth SFX	SC-88	97	097	'Ice Rain	Ice Rain	'
097+	$Harmo Rain	1	2	96	Synth SFX	SC-88	97	097+	'Harmo Rain	Harmo Rain	'
097+	$AfricanWood	2	2	96	Synth SFX	SC-88	97	097+	'AfricanWood	AfricanWood	'
097+	$Clavi Pad	8	2	96	Synth SFX	SC-88	97	097+	'Clavi Pad	Clavi Pad	'
98	$Soundtrack	0	2	97	Synth SFX	SC-88	98	098	'Soundtrack	Soundtrack	'
098+	$Ancestral	1	2	97	Synth SFX	SC-88	98	098+	'Ancestral	Ancestral	'
098+	$Prologue	2	2	97	Synth SFX	SC-88	98	098+	'Prologue	Prologue	'
098+	$Rave	8	2	97	Synth SFX	SC-88	98	098+	'Rave	Rave	'
99	$Crystal	0	2	98	Synth SFX	SC-88	99	099	'Crystal	Crystal	'
099+	$Syn Mallet	1	2	98	Synth SFX	SC-88	99	099+	'Syn Mallet	Syn Mallet	'
099+	$SoftCrystal	2	2	98	Synth SFX	SC-88	99	099+	'SoftCrystal	SoftCrystal	'
099+	$Round Glock	3	2	98	Synth SFX	SC-88	99	099+	'Round Glock	Round Glock	'
099+	$Loud Glock	4	2	98	Synth SFX	SC-88	99	099+	'Loud Glock	Loud Glock	'
099+	$GlocknChime	5	2	98	Synth SFX	SC-88	99	099+	'GlocknChime	GlocknChime	'
099+	$Clear Bells	6	2	98	Synth SFX	SC-88	99	099+	'Clear Bells	Clear Bells	'
099+	$Xmas Bell	7	2	98	Synth SFX	SC-88	99	099+	'Xmas Bell	Xmas Bell	'
099+	$Vibra Bells	8	2	98	Synth SFX	SC-88	99	099+	'Vibra Bells	Vibra Bells	'
099+	$Digi Bells	9	2	98	Synth SFX	SC-88	99	099+	'Digi Bells	Digi Bells	'
099+	$ChoralBells	16	2	98	Synth SFX	SC-88	99	099+	'ChoralBells	ChoralBells	'
099+	$Air Bells	17	2	98	Synth SFX	SC-88	99	099+	'Air Bells	Air Bells	'
099+	$Bell Harp	18	2	98	Synth SFX	SC-88	99	099+	'Bell Harp	Bell Harp	'
099+	$Gamelimba	19	2	98	Synth SFX	SC-88	99	099+	'Gamelimba	Gamelimba	'
100	$Atmosphere	0	2	99	Synth SFX	SC-88	100	100	'Atmosphere	Atmosphere	'
100+	$Warm Atmos	1	2	99	Synth SFX	SC-88	100	100+	'Warm Atmos	Warm Atmos	'
100+	$Nylon Harp	2	2	99	Synth SFX	SC-88	100	100+	'Nylon Harp	Nylon Harp	'
100+	$Harpvox	3	2	99	Synth SFX	SC-88	100	100+	'Harpvox	Harpvox	'
100+	$HollowRels.	4	2	99	Synth SFX	SC-88	100	100+	'HollowRels.	HollowRels.	'
100+	$NylonRhodes	5	2	99	Synth SFX	SC-88	100	100+	'NylonRhodes	NylonRhodes	'
100+	$Ambient Pad	6	2	99	Synth SFX	SC-88	100	100+	'Ambient Pad	Ambient Pad	'
101	$Brightness	0	2	100	Synth SFX	SC-88	101	101	'Brightness	Brightness	'
102	$Goblin	0	2	101	Synth SFX	SC-88	102	102	'Goblin	Goblin	'
102+	$Goblinson	1	2	101	Synth SFX	SC-88	102	102+	'Goblinson	Goblinson	'
102+	$50's Sci-Fi	2	2	101	Synth SFX	SC-88	102	102+	'50's Sci-Fi	50's Sci-Fi	'
103	$Echo Drops	0	2	102	Synth SFX	SC-88	103	103	'Echo Drops	Echo Drops	'
103+	$Echo Bell	1	2	102	Synth SFX	SC-88	103	103+	'Echo Bell	Echo Bell	'
103+	$Echo Pan	2	2	102	Synth SFX	SC-88	103	103+	'Echo Pan	Echo Pan	'
103+	$Echo Pan 2	3	2	102	Synth SFX	SC-88	103	103+	'Echo Pan 2	Echo Pan 2	'
103+	$Big Panner	4	2	102	Synth SFX	SC-88	103	103+	'Big Panner	Big Panner	'
103+	$Reso Panner	5	2	102	Synth SFX	SC-88	103	103+	'Reso Panner	Reso Panner	'
103+	$Water Piano	6	2	102	Synth SFX	SC-88	103	103+	'Water Piano	Water Piano	'
104	$Star Theme	0	2	103	Synth SFX	SC-88	104	104	'Star Theme	Star Theme	'
104+	$Star Theme 2	1	2	103	Synth SFX	SC-88	104	104+	'Star Theme 2	Star Theme 2	'
97	*Ice Rain	0	1	96	Synth SFX	SC-55	97	097	"Ice Rain	Ice Rain	"
98	*Soundtrack	0	1	97	Synth SFX	SC-55	98	098	"Soundtrack	Soundtrack	"
99	*Crystal	0	1	98	Synth SFX	SC-55	99	099	"Crystal	Crystal	"
099+	*Syn Mallet	1	1	98	Synth SFX	SC-55	99	099+	"Syn Mallet	Syn Mallet	"
100	*Atmosphere	0	1	99	Synth SFX	SC-55	100	100	"Atmosphere	Atmosphere	"
101	*Brightness	0	1	100	Synth SFX	SC-55	101	101	"Brightness	Brightness	"
102	*Goblin	0	1	101	Synth SFX	SC-55	102	102	"Goblin	Goblin	"
103	*Echo Drops	0	1	102	Synth SFX	SC-55	103	103	"Echo Drops	Echo Drops	"
103+	*Echo Bell	1	1	102	Synth SFX	SC-55	103	103+	"Echo Bell	Echo Bell	"
103+	*Echo Pan	2	1	102	Synth SFX	SC-55	103	103+	"Echo Pan	Echo Pan	"
104	*Star Theme	0	1	103	Synth SFX	SC-55	104	104	"Star Theme	Star Theme	"
37	#Soundtrack	127	1	36	Synth SFX	CM-64	37	037	#"Soundtrack	Soundtrack	#"
38	#Atmosphere	127	1	37	Synth SFX	CM-64	38	038	#"Atmosphere	Atmosphere	#"
39	#Warm Bell	127	1	38	Synth SFX	CM-64	39	039	#"Warm Bell	Warm Bell	#"
40	#Funny Vox	127	1	39	Synth SFX	CM-64	40	040	#"Funny Vox	Funny Vox	#"
41	#Echo Bell	127	1	40	Synth SFX	CM-64	41	041	#"Echo Bell	Echo Bell	#"
42	#Ice Rain	127	1	41	Synth SFX	CM-64	42	042	#"Ice Rain	Ice Rain	#"
44	#Echo Pan	127	1	43	Synth SFX	CM-64	44	044	#"Echo Pan	Echo Pan	#"
100	#Syn Mallet	127	1	99	Synth SFX	CM-64	100	100	#"Syn Mallet	Syn Mallet	#"
101	#Windbell	127	1	100	Synth SFX	CM-64	101	101	#"Windbell	Windbell	#"
105	Sitar	0	3	104	Ethnic, etc.	SC-88Pro	105	105	Sitar	itar	
105+	Sitar 2	1	3	104	Ethnic, etc.	SC-88Pro	105	105+	Sitar 2	itar 2	
105+	Detune Sitar	2	3	104	Ethnic, etc.	SC-88Pro	105	105+	Detune Sitar	etune Sitar	
105+	Sitar 3	3	3	104	Ethnic, etc.	SC-88Pro	105	105+	Sitar 3	itar 3	
105+	Tambra	8	3	104	Ethnic, etc.	SC-88Pro	105	105+	Tambra	ambra	
105+	Tamboura	16	3	104	Ethnic, etc.	SC-88Pro	105	105+	Tamboura	amboura	
106	Banjo	0	3	105	Ethnic, etc.	SC-88Pro	106	106	Banjo	anjo	
106+	Muted Banjo	1	3	105	Ethnic, etc.	SC-88Pro	106	106+	Muted Banjo	uted Banjo	
106+	Rabab	8	3	105	Ethnic, etc.	SC-88Pro	106	106+	Rabab	abab	
106+	San Xian	9	3	105	Ethnic, etc.	SC-88Pro	106	106+	San Xian	an Xian	
106+	Gopichant	16	3	105	Ethnic, etc.	SC-88Pro	106	106+	Gopichant	opichant	
106+	Oud	24	3	105	Ethnic, etc.	SC-88Pro	106	106+	Oud	ud	
106+	Oud+Strings	28	3	105	Ethnic, etc.	SC-88Pro	106	106+	Oud+Strings	ud+Strings	
106+	Pi Pa	32	3	105	Ethnic, etc.	SC-88Pro	106	106+	Pi Pa	i Pa	
107	Shamisen	0	3	106	Ethnic, etc.	SC-88Pro	107	107	Shamisen	hamisen	
107+	Tsugaru	1	3	106	Ethnic, etc.	SC-88Pro	107	107+	Tsugaru	sugaru	
107+	Syn Shamisen	8	3	106	Ethnic, etc.	SC-88Pro	107	107+	Syn Shamisen	yn Shamisen	
108	Koto	0	3	107	Ethnic, etc.	SC-88Pro	108	108	Koto	oto	
108+	Gu Zheng	1	3	107	Ethnic, etc.	SC-88Pro	108	108+	Gu Zheng	u Zheng	
108+	Taisho Koto	8	3	107	Ethnic, etc.	SC-88Pro	108	108+	Taisho Koto	aisho Koto	
108+	Kanoon	16	3	107	Ethnic, etc.	SC-88Pro	108	108+	Kanoon	anoon	
108+	Kanoon+Choir	19	3	107	Ethnic, etc.	SC-88Pro	108	108+	Kanoon+Choir	anoon+Choir	
108+	Oct Harp	24	3	107	Ethnic, etc.	SC-88Pro	108	108+	Oct Harp	ct Harp	
109	Kalimba	0	3	108	Ethnic, etc.	SC-88Pro	109	109	Kalimba	alimba	
109+	Sanza	8	3	108	Ethnic, etc.	SC-88Pro	109	109+	Sanza	anza	
110	Bagpipe	0	3	109	Ethnic, etc.	SC-88Pro	110	110	Bagpipe	agpipe	
110+	Didgeridoo	8	3	109	Ethnic, etc.	SC-88Pro	110	110+	Didgeridoo	idgeridoo	
111	Fiddle	0	3	110	Ethnic, etc.	SC-88Pro	111	111	Fiddle	iddle	
111+	Er Hu	8	3	110	Ethnic, etc.	SC-88Pro	111	111+	Er Hu	r Hu	
111+	Gao Hu	9	3	110	Ethnic, etc.	SC-88Pro	111	111+	Gao Hu	ao Hu	
112	Shanai	0	3	111	Ethnic, etc.	SC-88Pro	112	112	Shanai	hanai	
112+	Shanai 2	1	3	111	Ethnic, etc.	SC-88Pro	112	112+	Shanai 2	hanai 2	
112+	Pungi	8	3	111	Ethnic, etc.	SC-88Pro	112	112+	Pungi	ungi	
112+	Hichiriki	16	3	111	Ethnic, etc.	SC-88Pro	112	112+	Hichiriki	ichiriki	
112+	Mizmar	24	3	111	Ethnic, etc.	SC-88Pro	112	112+	Mizmar	izmar	
112+	Suona 1	32	3	111	Ethnic, etc.	SC-88Pro	112	112+	Suona 1	uona 1	
112+	Suona 2	33	3	111	Ethnic, etc.	SC-88Pro	112	112+	Suona 2	uona 2	
105	$Sitar	0	2	104	Ethnic, etc.	SC-88	105	105	'Sitar	Sitar	'
105+	$Sitar 2	1	2	104	Ethnic, etc.	SC-88	105	105+	'Sitar 2	Sitar 2	'
105+	$DetuneSitar	2	2	104	Ethnic, etc.	SC-88	105	105+	'DetuneSitar	DetuneSitar	'
105+	$Tambra	8	2	104	Ethnic, etc.	SC-88	105	105+	'Tambra	Tambra	'
105+	$Tamboura	16	2	104	Ethnic, etc.	SC-88	105	105+	'Tamboura	Tamboura	'
106	$Banjo	0	2	105	Ethnic, etc.	SC-88	106	106	'Banjo	Banjo	'
106+	$Muted Banjo	1	2	105	Ethnic, etc.	SC-88	106	106+	'Muted Banjo	Muted Banjo	'
106+	$Rabab	8	2	105	Ethnic, etc.	SC-88	106	106+	'Rabab	Rabab	'
106+	$Gopichant	16	2	105	Ethnic, etc.	SC-88	106	106+	'Gopichant	Gopichant	'
106+	$Oud	24	2	105	Ethnic, etc.	SC-88	106	106+	'Oud	Oud	'
107	$Shamisen	0	2	106	Ethnic, etc.	SC-88	107	107	'Shamisen	Shamisen	'
107+	$Tsugaru	1	2	106	Ethnic, etc.	SC-88	107	107+	'Tsugaru	Tsugaru	'
108	$Koto	0	2	107	Ethnic, etc.	SC-88	108	108	'Koto	Koto	'
108+	$Taisho Koto	8	2	107	Ethnic, etc.	SC-88	108	108+	'Taisho Koto	Taisho Koto	'
108+	$Kanoon	16	2	107	Ethnic, etc.	SC-88	108	108+	'Kanoon	Kanoon	'
109	$Kalimba	0	2	108	Ethnic, etc.	SC-88	109	109	'Kalimba	Kalimba	'
110	$Bagpipe	0	2	109	Ethnic, etc.	SC-88	110	110	'Bagpipe	Bagpipe	'
111	$Fiddle	0	2	110	Ethnic, etc.	SC-88	111	111	'Fiddle	Fiddle	'
112	$Shanai	0	2	111	Ethnic, etc.	SC-88	112	112	'Shanai	Shanai	'
112+	$Shanai 2	1	2	111	Ethnic, etc.	SC-88	112	112+	'Shanai 2	Shanai 2	'
112+	$Pungi	8	2	111	Ethnic, etc.	SC-88	112	112+	'Pungi	Pungi	'
112+	$Hichiriki	16	2	111	Ethnic, etc.	SC-88	112	112+	'Hichiriki	Hichiriki	'
105	*Sitar	0	1	104	Ethnic, etc.	SC-55	105	105	"Sitar	Sitar	"
105+	*Sitar 2	1	1	104	Ethnic, etc.	SC-55	105	105+	"Sitar 2	Sitar 2	"
106	*Banjo	0	1	105	Ethnic, etc.	SC-55	106	106	"Banjo	Banjo	"
107	*Shamisen	0	1	106	Ethnic, etc.	SC-55	107	107	"Shamisen	Shamisen	"
108	*Koto	0	1	107	Ethnic, etc.	SC-55	108	108	"Koto	Koto	"
108+	*Taisho Koto	8	1	107	Ethnic, etc.	SC-55	108	108+	"Taisho Koto	Taisho Koto	"
109	*Kalimba	0	1	108	Ethnic, etc.	SC-55	109	109	"Kalimba	Kalimba	"
110	*Bagpipe	0	1	109	Ethnic, etc.	SC-55	110	110	"Bagpipe	Bagpipe	"
111	*Fiddle	0	1	110	Ethnic, etc.	SC-55	111	111	"Fiddle	Fiddle	"
112	*Shanai	0	1	111	Ethnic, etc.	SC-55	112	112	"Shanai	Shanai	"
64	#Sitar	127	1	63	Ethnic, etc.	CM-64	64	064	#"Sitar	Sitar	#"
106	#Koto	127	1	105	Ethnic, etc.	CM-64	106	106	#"Koto	Koto	#"
107	#Sho	127	1	106	Ethnic, etc.	CM-64	107	107	#"Sho	Sho	#"
113	Tinkle Bell	0	3	112	Percussive	SC-88Pro	113	113	Tinkle Bell	inkle Bell	
113+	Bonang	8	3	112	Percussive	SC-88Pro	113	113+	Bonang	onang	
113+	Gender	9	3	112	Percussive	SC-88Pro	113	113+	Gender	ender	
113+	Gamelan Gong	10	3	112	Percussive	SC-88Pro	113	113+	Gamelan Gong	amelan Gong	
113+	St.Gamelan	11	3	112	Percussive	SC-88Pro	113	113+	St.Gamelan	t.Gamelan	
113+	Jang Gu	12	3	112	Percussive	SC-88Pro	113	113+	Jang Gu	ang Gu	
113+	RAMA Cymbal	16	3	112	Percussive	SC-88Pro	113	113+	RAMA Cymbal	AMA Cymbal	
114	Agogo	0	3	113	Percussive	SC-88Pro	114	114	Agogo	gogo	
114+	Atarigane	8	3	113	Percussive	SC-88Pro	114	114+	Atarigane	tarigane	
114+	Tambourine	16	3	113	Percussive	SC-88Pro	114	114+	Tambourine	ambourine	
115	Steel Drums	0	3	114	Percussive	SC-88Pro	115	115	Steel Drums	teel Drums	
115+	Island Mlt	1	3	114	Percussive	SC-88Pro	115	115+	Island Mlt	sland Mlt	
116	Woodblock	0	3	115	Percussive	SC-88Pro	116	116	Woodblock	oodblock	
116+	Castanets	8	3	115	Percussive	SC-88Pro	116	116+	Castanets	astanets	
116+	Angklung	16	3	115	Percussive	SC-88Pro	116	116+	Angklung	ngklung	
116+	Angkl Rhythm	17	3	115	Percussive	SC-88Pro	116	116+	Angkl Rhythm	ngkl Rhythm	
116+	Finger Snaps	24	3	115	Percussive	SC-88Pro	116	116+	Finger Snaps	inger Snaps	
116+	909 HandClap	32	3	115	Percussive	SC-88Pro	116	116+	909 HandClap	09 HandClap	
117	Taiko	0	3	116	Percussive	SC-88Pro	117	117	Taiko	aiko	
117+	Small Taiko	1	3	116	Percussive	SC-88Pro	117	117+	Small Taiko	mall Taiko	
117+	Concert BD	8	3	116	Percussive	SC-88Pro	117	117+	Concert BD	oncert BD	
117+	Jungle BD	16	3	116	Percussive	SC-88Pro	117	117+	Jungle BD	ungle BD	
117+	Techno BD	17	3	116	Percussive	SC-88Pro	117	117+	Techno BD	echno BD	
117+	Bounce	18	3	116	Percussive	SC-88Pro	117	117+	Bounce	ounce	
118	Melo. Tom 1	0	3	117	Percussive	SC-88Pro	118	118	Melo. Tom 1	elo. Tom 1	
118+	Real Tom	1	3	117	Percussive	SC-88Pro	118	118+	Real Tom	eal Tom	
118+	Melo. Tom 2	8	3	117	Percussive	SC-88Pro	118	118+	Melo. Tom 2	elo. Tom 2	
118+	Rock Tom	9	3	117	Percussive	SC-88Pro	118	118+	Rock Tom	ock Tom	
118+	Rash SD	16	3	117	Percussive	SC-88Pro	118	118+	Rash SD	ash SD	
118+	House SD	17	3	117	Percussive	SC-88Pro	118	118+	House SD	ouse SD	
118+	Jungle SD	18	3	117	Percussive	SC-88Pro	118	118+	Jungle SD	ungle SD	
118+	909 SD	19	3	117	Percussive	SC-88Pro	118	118+	909 SD	09 SD	
119	Synth Drum	0	3	118	Percussive	SC-88Pro	119	119	Synth Drum	ynth Drum	
119+	808 Tom	8	3	118	Percussive	SC-88Pro	119	119+	808 Tom	08 Tom	
119+	Elec Perc	9	3	118	Percussive	SC-88Pro	119	119+	Elec Perc	lec Perc	
119+	Sine Perc.	10	3	118	Percussive	SC-88Pro	119	119+	Sine Perc.	ine Perc.	
119+	606 Tom	11	3	118	Percussive	SC-88Pro	119	119+	606 Tom	06 Tom	
119+	909 Tom	12	3	118	Percussive	SC-88Pro	119	119+	909 Tom	09 Tom	
